card_faction_id,card_id,faction_name
779,OP12-018-0,Former Roger Pirates
780,OP12-019-0,Former Roger Pirates
781,OP12-020-0,Supernovas
782,OP12-020-0,Straw Hat Crew
783,OP12-020-1,Supernovas
784,OP12-020-1,Straw Hat Crew
785,OP12-021-0,East Blue
786,OP12-022-0,Minks
787,OP12-022-0,Land of Wano
788,OP12-022-0,The Akazaya Nine
789,OP12-023-0,Fish-Man
790,OP12-023-0,Land of Wano
791,OP12-023-0,The Akazaya Nine
792,OP12-024-0,Animal
793,OP12-024-0,Land of Wano
794,OP12-025-0,Land of Wano
795,OP12-025-0,The Akazaya Nine
796,OP12-026-0,East Blue
797,OP12-026-0,Frost Moon Village
798,OP12-027-0,East Blue
799,OP12-027-0,Frost Moon Village
800,OP12-028-0,Land of Wano
801,OP12-028-0,Kouzuki Clan
802,OP12-029-0,East Blue
803,OP12-029-0,Frost Moon Village
804,OP12-029-0,Land of Wano
805,OP12-030-0,Muggy Kingdom
806,OP12-030-0,The Seven Warlords of the Sea
807,OP12-030-1,Muggy Kingdom
808,OP12-030-1,The Seven Warlords of the Sea
809,OP12-031-0,East Blue
810,OP12-031-0,Navy
811,OP12-031-1,East Blue
812,OP12-031-1,Navy
813,OP12-032-0,Minks
814,OP12-032-0,Land of Wano
815,OP12-032-0,The Akazaya Nine
816,OP12-033-0,East Blue
817,OP12-033-0,Navy
818,OP12-034-0,Muggy Kingdom
819,OP12-034-0,Thriller Bark Pirates
820,OP12-034-1,Muggy Kingdom
821,OP12-034-1,Thriller Bark Pirates
822,OP12-035-0,East Blue
823,OP12-035-0,Navy
824,OP12-036-0,Supernovas
825,OP12-036-0,Straw Hat Crew
826,OP12-037-0,Straw Hat Crew
827,OP12-037-1,Straw Hat Crew
828,OP12-038-0,Straw Hat Crew
829,OP12-039-0,Straw Hat Crew
830,OP12-040-0,Navy
831,OP12-040-1,Navy
832,OP12-041-0,The Vinsmoke Family
833,OP12-041-0,Straw Hat Crew
834,OP12-041-1,The Vinsmoke Family
835,OP12-041-1,Straw Hat Crew
836,OP12-042-0,Cross Guild
837,OP12-043-0,Navy
838,OP12-043-1,Navy
839,OP12-044-0,Navy
840,OP12-045-0,Navy
841,OP12-046-0,FILM
842,OP12-046-0,Navy
843,OP12-047-0,Navy
844,OP12-048-0,Navy
845,OP12-049-0,The Four Emperors
846,OP12-049-0,Cross Guild
847,OP12-050-0,Giant
848,OP12-050-0,Ohara
849,OP12-050-0,Navy
850,OP12-051-0,Navy
851,OP12-052-0,Navy
852,OP12-053-0,Navy
853,OP12-054-0,The Seven Warlords of the Sea
854,OP12-054-0,Blackbeard Pirates
855,OP12-055-0,Cross Guild
856,OP12-056-0,Navy
857,OP12-056-1,Navy
858,OP12-057-0,Navy
859,OP12-058-0,Whitebeard Pirates
860,OP12-059-0,Sky Island
861,OP12-059-0,Straw Hat Crew
862,OP12-060-0,Straw Hat Crew
863,OP12-060-1,Straw Hat Crew
864,OP12-061-0,Navy
865,OP12-061-0,Donquixote Pirates
866,OP12-061-1,Navy
867,OP12-061-1,Donquixote Pirates
868,OP12-062-0,Kingdom of GERMA
869,OP12-062-0,The Vinsmoke Family
870,OP12-063-0,The Vinsmoke Family
871,OP12-063-0,GERMA 66
872,OP12-063-1,The Vinsmoke Family
873,OP12-063-1,GERMA 66
874,OP12-064-0,Punk Hazard
875,OP12-064-0,Navy
876,OP12-064-0,Donquixote Pirates
877,OP12-065-0,Impel Down
878,OP12-065-0,Revolutionary Army
879,OP12-066-0,East Blue
880,OP12-067-0,East Blue
881,OP12-068-0,East Blue
882,OP12-068-0,Krieg Pirates
883,OP12-069-0,The Seven Warlords of the Sea
884,OP12-069-0,Baroque Works
885,OP12-070-0,Alabasta
886,OP12-070-0,Straw Hat Crew
887,OP12-070-1,Alabasta
888,OP12-070-1,Straw Hat Crew
889,OP12-071-0,Big Mom Pirates
890,OP12-072-0,East Blue
891,OP12-073-0,Dressrosa
892,OP12-073-0,Supernovas
893,OP12-073-0,Heart Pirates
894,OP12-073-1,Dressrosa
895,OP12-073-1,Supernovas
896,OP12-073-1,Heart Pirates
897,OP12-074-0,East Blue
898,OP12-075-0,Baroque Works
899,OP12-076-0,Punk Hazard
900,OP12-076-0,Donquixote Pirates
901,OP12-077-0,Heart Pirates
902,OP12-078-0,Straw Hat Crew
903,OP12-079-0,Straw Hat Crew
904,OP12-080-0,East Blue
905,OP12-081-0,Dressrosa
906,OP12-081-0,Revolutionary Army
907,OP12-081-1,Dressrosa
908,OP12-081-1,Revolutionary Army
909,OP12-082-0,Dressrosa
910,OP12-082-0,Navy
911,OP12-083-0,Revolutionary Army
912,OP12-084-0,Revolutionary Army
913,OP12-085-0,Revolutionary Army
914,OP12-086-0,Dressrosa
915,OP12-086-0,Revolutionary Army
916,OP12-086-1,Dressrosa
917,OP12-086-1,Revolutionary Army
918,OP12-087-0,Straw Hat Crew
919,OP12-087-1,Straw Hat Crew
920,OP12-088-0,Dressrosa
921,OP12-088-0,Navy
922,OP12-089-0,Fish-Man
923,OP12-089-0,Dressrosa
924,OP12-089-0,Revolutionary Army
925,OP12-090-0,Revolutionary Army
926,OP12-091-0,Animal Kingdom Pirates
927,OP12-091-0,SMILE
928,OP12-092-0,Animal Kingdom Pirates
929,OP12-092-0,SMILE
930,OP12-093-0,Giant
931,OP12-093-0,Revolutionary Army
932,OP12-094-0,Revolutionary Army
933,OP12-094-1,Revolutionary Army
934,OP12-095-0,Minks
935,OP12-095-0,Revolutionary Army
936,OP12-096-0,The Seven Warlords of the Sea
937,OP12-096-0,Revolutionary Army
938,OP12-097-0,Revolutionary Army
939,OP12-098-0,Impel Down
940,OP12-098-0,Revolutionary Army
941,OP12-099-0,Jaya
942,OP12-099-0,Sky Island
943,OP12-099-0,Shandian Warrior
944,OP12-100-0,Dressrosa
945,OP12-100-0,Revolutionary Army
946,OP12-101-0,Supernovas
947,OP12-101-0,Bonney Pirates
948,OP12-102-0,Merfolk
949,OP12-102-0,Fish-Man Island
950,OP12-102-1,Merfolk
951,OP12-102-1,Fish-Man Island
952,OP12-103-0,Jaya
953,OP12-103-0,Sky Island
954,OP12-103-0,Shandian Warrior
955,OP12-104-0,Egghead
956,OP12-104-0,Navy
957,OP12-105-0,Flevance
958,OP12-106-0,Dressrosa
959,OP12-106-0,Supernovas
960,OP12-106-0,Heart Pirates
961,OP12-107-0,The Seven Warlords of the Sea
962,OP12-107-0,Donquixote Pirates
963,OP12-108-0,Navy
964,OP12-108-0,Donquixote Pirates
965,OP12-108-1,Navy
966,OP12-108-1,Donquixote Pirates
967,OP12-109-0,Biological Weapon
968,OP12-109-0,Egghead
969,OP12-109-0,Navy
970,OP12-110-0,Donquixote Pirates
971,OP12-111-0,Donquixote Pirates
972,OP12-112-0,Donquixote Pirates
973,OP12-113-0,Supernovas
974,OP12-113-0,Straw Hat Crew
975,OP12-114-0,Sky Island
976,OP12-114-0,Shandian Warrior
977,OP12-115-0,Navy
978,OP12-115-0,Donquixote Pirates
979,OP12-116-0,Jaya
980,OP12-116-0,Sky Island
981,OP12-116-0,Shandian Warrior
982,OP12-117-0,Supernovas
983,OP12-117-0,Kid Pirates
984,OP12-118-0,Supernovas
985,OP12-118-0,Bonney Pirates
986,OP12-118-1,Supernovas
987,OP12-118-1,Bonney Pirates
988,OP12-118-2,Supernovas
989,OP12-118-2,Bonney Pirates
990,OP12-119-0,The Seven Warlords of the Sea
991,OP12-119-0,Revolutionary Army
992,OP12-119-1,The Seven Warlords of the Sea
993,OP12-119-1,Revolutionary Army
994,OP06-050-2,Navy
995,OP09-013-1,Red-Haired Pirates
996,OP09-037-2,ODYSSEY
997,OP09-093-4,The Four Emperors
998,OP09-093-4,Blackbeard Pirates
999,OP09-093-5,The Four Emperors
1000,OP09-093-5,Blackbeard Pirates
1001,OP10-082-2,Former Navy
1002,OP10-082-2,Blackbeard Pirates
1003,ST13-011-2,Whitebeard Pirates
1004,ST18-004-1,Straw Hat Crew
1005,OP11-001-0,Navy
1006,OP11-001-0,SWORD
1007,OP11-001-1,Navy
1008,OP11-001-1,SWORD
1009,OP11-002-0,FILM
1010,OP11-002-0,Neo Navy
1011,OP11-003-0,Straw Hat Crew
1012,OP11-004-0,Navy
1013,OP11-004-0,SWORD
1014,OP11-004-1,Navy
1015,OP11-004-1,SWORD
1016,OP11-005-0,Navy
1017,OP11-006-0,FILM
1018,OP11-006-0,Neo Navy
1019,OP11-007-0,Navy
1020,OP11-008-0,Navy
1021,OP11-008-1,Navy
1022,OP11-009-0,Straw Hat Crew
1023,OP11-010-0,Navy
1024,OP11-010-0,SWORD
1025,OP11-010-1,Navy
1026,OP11-010-1,SWORD
1027,OP11-011-0,FILM
1028,OP11-011-0,Neo Navy
1029,OP11-012-0,Straw Hat Crew
1030,OP11-013-0,Navy
1031,OP11-013-0,SWORD
1032,OP11-014-0,FILM
1033,OP11-014-0,Navy
1034,OP11-015-0,Punk Hazard
1035,OP11-016-0,Straw Hat Crew
1036,OP11-017-0,Navy
1037,OP11-017-0,SWORD
1038,OP11-017-0,Drake Pirates
1039,OP11-018-0,Navy
1040,OP11-018-0,SWORD
1041,OP11-018-1,Navy
1042,OP11-018-1,SWORD
1043,OP11-019-0,Navy
1044,OP11-019-0,SWORD
1045,OP11-020-0,Navy
1046,OP11-020-0,SWORD
1047,OP11-020-0,Drake Pirates
1048,OP11-021-0,Fish-Man
1049,OP11-021-0,Straw Hat Crew
1050,OP11-021-1,Fish-Man
1051,OP11-021-1,Straw Hat Crew
1052,OP11-022-0,Merfolk
1053,OP11-022-0,Fish-Man Island
1054,OP11-022-1,Merfolk
1055,OP11-022-1,Fish-Man Island
1056,OP11-023-0,Fish-Man
1057,OP11-023-0,Fish-Man Island
1058,OP11-023-0,The Sun Pirates
1059,OP11-023-1,Fish-Man
1060,OP11-023-1,Fish-Man Island
1061,OP11-023-1,The Sun Pirates
1062,OP11-024-0,Merfolk
1063,OP11-024-0,Fish-Man Island
1064,OP11-024-0,The Sun Pirates
1065,OP11-025-0,Merfolk
1066,OP11-025-0,Fish-Man Island
1067,OP11-026-0,Neptunian
1068,OP11-027-0,Neptunian
1069,OP11-028-0,Neptunian
1070,OP11-028-0,East Blue
1071,OP11-029-0,Merfolk
1072,OP11-029-0,Fish-Man Island
1073,OP11-029-0,The Sun Pirates
1074,OP11-030-0,Merfolk
1075,OP11-030-0,Fish-Man Island
1076,OP11-031-0,Fish-Man
1077,OP11-031-0,Fish-Man Island
1078,OP11-031-0,The Sun Pirates
1079,OP11-031-1,Fish-Man
1080,OP11-031-1,Fish-Man Island
1081,OP11-031-1,The Sun Pirates
1082,OP11-032-0,Animal
1083,OP11-032-0,Fish-Man Island
1084,OP11-033-0,Neptunian
1085,OP11-034-0,Fish-Man
1086,OP11-034-0,Fish-Man Island
1087,OP11-034-0,Former Arlong Pirates
1088,OP11-035-0,Fish-Man
1089,OP11-035-0,Fish-Man Island
1090,OP11-035-0,The Sun Pirates
1091,OP11-036-0,Neptunian
1092,OP11-037-0,Fish-Man Island
1093,OP11-038-0,Fish-Man Island
1094,OP11-038-0,Supernovas
1095,OP11-038-0,Straw Hat Crew
1096,OP11-039-0,Fish-Man
1097,OP11-039-0,Fish-Man Island
1098,OP11-039-0,The Sun Pirates
1099,OP11-040-0,Straw Hat Crew
1100,OP11-040-1,Straw Hat Crew
1101,OP11-041-0,Straw Hat Crew
1102,OP11-041-1,Straw Hat Crew
1103,OP11-042-0,Firetank Pirates
1104,OP11-043-0,The Vinsmoke Family
1105,OP11-043-0,GERMA 66
1106,OP11-044-0,The Vinsmoke Family
1107,OP11-044-0,GERMA 66
1108,OP11-045-0,The Vinsmoke Family
1109,OP11-045-0,GERMA 66
1110,OP11-046-0,The Vinsmoke Family
1111,OP11-046-0,GERMA 66
1112,OP11-047-0,The Vinsmoke Family
1113,OP11-047-0,GERMA 66
1114,OP11-047-1,The Vinsmoke Family
1115,OP11-047-1,GERMA 66
1116,OP11-048-0,Supernovas
1117,OP11-048-0,Firetank Pirates
1118,OP11-049-0,Minks
1119,OP11-050-0,Firetank Pirates
1120,OP11-051-0,The Vinsmoke Family
1121,OP11-051-0,Straw Hat Crew
1122,OP11-051-1,The Vinsmoke Family
1123,OP11-051-1,Straw Hat Crew
1124,OP11-052-0,Firetank Pirates
1125,OP11-052-0,Former Rolling Pirates
1126,OP11-053-0,Animal
1127,OP11-053-0,Straw Hat Crew
1128,OP11-054-0,Straw Hat Crew
1129,OP11-054-1,Straw Hat Crew
1130,OP11-055-0,Dressrosa
1131,OP11-055-0,Supernovas
1132,OP11-056-0,Straw Hat Crew
1133,OP11-057-0,Minks
1134,OP11-058-0,Straw Hat Crew
1135,OP11-059-0,Straw Hat Crew
1136,OP11-060-0,Straw Hat Crew
1137,OP11-061-0,Straw Hat Crew
1138,OP11-062-0,Big Mom Pirates
1139,OP11-062-1,Big Mom Pirates
1140,OP11-063-0,Impel Down
1141,OP11-064-0,Impel Down
1142,OP11-065-0,Big Mom Pirates
1143,OP11-066-0,Big Mom Pirates
1144,OP11-067-0,Big Mom Pirates
1145,OP11-067-1,Big Mom Pirates
1146,OP11-068-0,Big Mom Pirates
1147,OP11-069-0,Big Mom Pirates
1148,OP11-070-0,Big Mom Pirates
1149,OP11-070-1,Big Mom Pirates
1150,OP11-071-0,Big Mom Pirates
1151,OP11-072-0,Big Mom Pirates
1152,OP11-073-0,The Four Emperors
1153,OP11-073-0,Big Mom Pirates
1154,OP11-073-1,The Four Emperors
1155,OP11-073-1,Big Mom Pirates
1156,OP11-074-0,Big Mom Pirates
1157,OP11-075-0,Giant
1158,OP11-075-0,Ohara
1159,OP11-075-0,Former Navy
1160,OP11-076-0,Impel Down
1161,OP11-077-0,Homies
1162,OP11-077-0,Big Mom Pirates
1163,OP11-078-0,Big Mom Pirates
1164,OP11-079-0,Big Mom Pirates
1165,OP11-080-0,Straw Hat Crew
1166,OP11-080-1,Straw Hat Crew
1167,OP11-081-0,The Four Emperors
1168,OP11-081-0,Big Mom Pirates
1169,OP11-082-0,Navy
1170,OP11-083-0,Caribou Pirates
1171,OP11-084-0,Navy
1172,OP11-084-1,Navy
1173,OP11-085-0,Land of Wano
1174,OP11-085-0,Kurozumi Clan
1175,OP11-086-0,Caribou Pirates
1176,OP11-087-0,Animal Kingdom Pirates
1177,OP11-087-0,SMILE
1178,OP11-088-0,Navy
1179,OP11-089-0,Animal Kingdom Pirates
1180,OP11-090-0,Animal Kingdom Pirates
1181,OP11-090-0,SMILE
1182,OP11-091-0,Navy
1183,OP11-092-0,Navy
1184,OP11-092-0,SWORD
1185,OP11-092-1,Navy
1186,OP11-092-1,SWORD
1187,OP11-093-0,Navy
1188,OP11-094-0,Navy
1189,OP11-095-0,Navy
1190,OP11-095-1,Navy
1191,OP11-096-0,East Blue
1192,OP11-096-0,Navy
1193,OP11-097-0,Navy
1194,OP11-098-0,Navy
1195,OP11-099-0,East Blue
1196,OP11-099-0,Navy
1197,OP11-100-0,Merfolk
1198,OP11-100-0,Fish-Man Island
1199,OP11-101-0,Supernovas
1200,OP11-101-0,Firetank Pirates
1201,OP11-101-1,Supernovas
1202,OP11-101-1,Firetank Pirates
1203,OP11-102-0,Merfolk
1204,OP11-102-0,Fish-Man Island
1205,OP11-103-0,Neptunian
1206,OP11-104-0,Merfolk
1207,OP11-104-0,Fish-Man Island
1208,OP11-105-0,Firetank Pirates
1209,OP11-105-0,Former Big Mom Pirates
1210,OP11-106-0,Homies
1211,OP11-106-0,Big Mom Pirates
1212,OP11-106-1,Homies
1213,OP11-106-1,Big Mom Pirates
1214,OP11-107-0,Neptunian
1215,OP11-108-0,Merfolk
1216,OP11-108-0,Fish-Man Island
1217,OP11-109-0,Animal
1218,OP11-109-0,Fish-Man Island
1219,OP11-110-0,Merfolk
1220,OP11-110-0,Fish-Man Island
1221,OP11-111-0,Merfolk
1222,OP11-111-0,Fish-Man Island
1223,OP11-112-0,Animal
1224,OP11-112-0,Fish-Man Island
1225,OP11-113-0,Merfolk
1226,OP11-113-0,Fish-Man Island
1227,OP11-114-0,Straw Hat Crew
1228,OP11-114-1,Straw Hat Crew
1229,OP11-115-0,Merfolk
1230,OP11-115-0,Fish-Man Island
1231,OP11-116-0,Merfolk
1232,OP11-116-0,Fish-Man Island
1233,OP11-117-0,Fish-Man Island
1234,OP11-118-0,Straw Hat Crew
1235,OP11-118-1,Straw Hat Crew
1236,OP11-118-2,Straw Hat Crew
1237,OP11-119-0,Navy
1238,OP11-119-0,SWORD
1239,OP11-119-1,Navy
1240,OP11-119-1,SWORD
1241,EB01-057-2,Merfolk
1242,OP05-119-6,The Four Emperors
1243,OP05-119-6,Straw Hat Crew
1244,OP05-119-7,The Four Emperors
1245,OP05-119-7,Straw Hat Crew
1246,OP06-119-2,Straw Hat Crew
1247,OP07-085-2,CP0
1248,OP09-005-1,Roger Pirates
1249,ST16-004-1,FILM
1250,ST16-004-1,The Four Emperors
1251,ST16-004-1,Red-Haired Pirates
1252,ST18-005-1,Straw Hat Crew
1253,OP10-001-0,Punk Hazard
1254,OP10-001-0,Navy
1255,OP10-001-1,Punk Hazard
1256,OP10-001-1,Navy
1257,OP10-002-0,Scientist
1258,OP10-002-0,Punk Hazard
1259,OP10-002-1,Scientist
1260,OP10-002-1,Punk Hazard
1261,OP10-003-0,Donquixote Pirates
1262,OP10-003-1,Donquixote Pirates
1263,OP10-004-0,Punk Hazard
1264,OP10-004-0,Navy
1265,OP10-004-0,Donquixote Pirates
1266,OP10-005-0,Punk Hazard
1267,OP10-005-0,Straw Hat Crew
1268,OP10-005-1,Punk Hazard
1269,OP10-005-1,Straw Hat Crew
1270,OP10-006-0,Scientist
1271,OP10-006-0,Punk Hazard
1272,OP10-007-0,Punk Hazard
1273,OP10-008-0,Punk Hazard
1274,OP10-009-0,Biological Weapon
1275,OP10-009-0,Punk Hazard
1276,OP10-010-0,Punk Hazard
1277,OP10-010-0,Brownbeard Pirates
1278,OP10-011-0,Punk Hazard
1279,OP10-011-0,Straw Hat Crew
1280,OP10-012-0,Biological Weapon
1281,OP10-012-0,Punk Hazard
1282,OP10-013-0,Punk Hazard
1283,OP10-013-0,Straw Hat Crew
1284,OP10-014-0,Animal
1285,OP10-014-0,Punk Hazard
1286,OP10-014-0,Straw Hat Crew
1287,OP10-015-0,Punk Hazard
1288,OP10-016-0,Punk Hazard
1289,OP10-016-0,Donquixote Pirates
1290,OP10-016-1,Punk Hazard
1291,OP10-016-1,Donquixote Pirates
1292,OP10-017-0,Punk Hazard
1293,OP10-018-0,Punk Hazard
1294,OP10-018-0,Donquixote Pirates
1295,OP10-019-0,The Four Emperors
1296,OP10-019-0,Red-Haired Pirates
1297,OP10-019-1,The Four Emperors
1298,OP10-019-1,Red-Haired Pirates
1299,OP10-020-0,Punk Hazard
1300,OP10-020-0,Straw Hat Crew
1301,OP10-021-0,Punk Hazard
1302,OP10-022-0,Dressrosa
1303,OP10-022-0,Supernovas
1304,OP10-022-0,Heart Pirates
1305,OP10-022-1,Dressrosa
1306,OP10-022-1,Supernovas
1307,OP10-022-1,Heart Pirates
1308,OP10-023-0,Dressrosa
1309,OP10-023-0,Navy
1310,OP10-024-0,ODYSSEY
1311,OP10-024-0,The Four Emperors
1312,OP10-024-0,Whitebeard Pirates
1313,OP10-025-0,ODYSSEY
1314,OP10-025-0,Sky Island
1315,OP10-026-0,Punk Hazard
1316,OP10-026-0,Land of Wano
1317,OP10-026-0,The Akazaya Nine
1318,OP10-027-0,Punk Hazard
1319,OP10-027-0,Land of Wano
1320,OP10-027-0,The Akazaya Nine
1321,OP10-028-0,Punk Hazard
1322,OP10-028-0,Land of Wano
1323,OP10-028-0,Kouzuki Clan
1324,OP10-029-0,ODYSSEY
1325,OP10-029-0,The Seven Warlords of the Sea
1326,OP10-030-0,Punk Hazard
1327,OP10-030-0,Navy
1328,OP10-030-1,Punk Hazard
1329,OP10-030-1,Navy
1330,OP10-031-0,Dressrosa
1331,OP10-031-0,Navy
1332,OP10-032-0,Punk Hazard
1333,OP10-032-0,Navy
1334,OP10-032-1,Punk Hazard
1335,OP10-032-1,Navy
1336,OP10-033-0,ODYSSEY
1337,OP10-033-0,Straw Hat Crew
1338,OP10-034-0,ODYSSEY
1339,OP10-034-0,Straw Hat Crew
1340,OP10-035-0,ODYSSEY
1341,OP10-035-0,Straw Hat Crew
1342,OP10-036-0,ODYSSEY
1343,OP10-036-0,Muggy Kingdom
1344,OP10-036-0,Thriller Bark Pirates
1345,OP10-037-0,ODYSSEY
1346,OP10-037-1,ODYSSEY
1347,OP10-038-0,ODYSSEY
1348,OP10-038-0,Supernovas
1349,OP10-038-0,Straw Hat Crew
1350,OP10-039-0,ODYSSEY
1351,OP10-039-0,Supernovas
1352,OP10-039-0,Straw Hat Crew
1353,OP10-040-0,Punk Hazard
1354,OP10-040-0,The Seven Warlords of the Sea
1355,OP10-040-0,Heart Pirates
1356,OP10-041-0,Dressrosa
1357,OP10-041-0,Supernovas
1358,OP10-041-0,Heart Pirates
1359,OP10-042-0,Dressrosa
1360,OP10-042-0,Straw Hat Crew
1361,OP10-042-1,Dressrosa
1362,OP10-042-1,Straw Hat Crew
1363,OP10-043-0,Animal
1364,OP10-043-0,Dressrosa
1365,OP10-044-0,The Tontattas
1366,OP10-044-0,Dressrosa
1367,OP10-045-0,Dressrosa
1368,OP10-045-0,Beautiful Pirates
1369,OP10-045-1,Dressrosa
1370,OP10-045-1,Beautiful Pirates
1371,OP10-046-0,Dressrosa
1372,OP10-046-1,Dressrosa
1373,OP10-047-0,Dressrosa
1374,OP10-047-0,Revolutionary Army
1375,OP10-048-0,Dressrosa
1376,OP10-048-0,Happosui Army
1377,OP10-049-0,Dressrosa
1378,OP10-049-0,Revolutionary Army
1379,OP10-050-0,Giant
1380,OP10-050-0,Dressrosa
1381,OP10-050-0,New Giant Pirates
1382,OP10-051-0,Fish-Man
1383,OP10-051-0,Dressrosa
1384,OP10-051-0,Revolutionary Army
1385,OP10-052-0,Dressrosa
1386,OP10-052-0,Barto Club
1387,OP10-053-0,The Tontattas
1388,OP10-053-0,Dressrosa
1389,OP10-054-0,Dressrosa
1390,OP10-055-0,Whitebeard Pirates
1391,OP10-056-0,The Tontattas
1392,OP10-056-0,Dressrosa
1393,OP10-057-0,The Tontattas
1394,OP10-057-0,Dressrosa
1395,OP10-058-0,Dressrosa
1396,OP10-058-1,Dressrosa
1397,OP10-059-0,Dressrosa
1398,OP10-059-0,Straw Hat Crew
1399,OP10-060-0,Dressrosa
1400,OP10-060-0,Barto Club
1401,OP10-061-0,Dressrosa
1402,OP10-061-0,Straw Hat Crew
1403,OP10-062-0,Donquixote Pirates
1404,OP10-063-0,Kingdom of GERMA
1405,OP10-063-0,The Vinsmoke Family
1406,OP10-064-0,Kingdom of GERMA
1407,OP10-065-0,Donquixote Pirates
1408,OP10-066-0,Donquixote Pirates
1409,OP10-067-0,Donquixote Pirates
1410,OP10-067-1,Donquixote Pirates
1411,OP10-068-0,Donquixote Pirates
1412,OP10-069-0,Animal
1413,OP10-069-0,Dressrosa
1414,OP10-070-0,Donquixote Pirates
1415,OP10-071-0,The Seven Warlords of the Sea
1416,OP10-071-0,Donquixote Pirates
1417,OP10-071-1,The Seven Warlords of the Sea
1418,OP10-071-1,Donquixote Pirates
1419,OP10-072-0,Navy
1420,OP10-072-0,Donquixote Pirates
1421,OP10-072-1,Navy
1422,OP10-072-1,Donquixote Pirates
1423,OP10-073-0,Donquixote Pirates
1424,OP10-074-0,Donquixote Pirates
1425,OP10-075-0,Foxy Pirates
1426,OP10-076-0,Donquixote Pirates
1427,OP10-077-0,Donquixote Pirates
1428,OP10-078-0,The Seven Warlords of the Sea
1429,OP10-078-0,Donquixote Pirates
1430,OP10-079-0,The Seven Warlords of the Sea
1431,OP10-079-0,Donquixote Pirates
1432,OP10-080-0,Donquixote Pirates
1433,OP10-081-0,Dressrosa
1434,OP10-081-0,Straw Hat Crew
1435,OP10-082-0,Former Navy
1436,OP10-082-0,Blackbeard Pirates
1437,OP10-082-1,Former Navy
1438,OP10-082-1,Blackbeard Pirates
1439,OP10-083-0,Dressrosa
1440,OP10-083-0,Land of Wano
1441,OP10-083-0,Kouzuki Clan
1442,OP10-084-0,Giant
1443,OP10-084-0,Blackbeard Pirates
1444,OP10-085-0,Dressrosa
1445,OP10-085-0,Blackbeard Pirates
1446,OP10-086-0,Blackbeard Pirates
1447,OP10-087-0,Animal
1448,OP10-087-0,Dressrosa
1449,OP10-087-0,Straw Hat Crew
1450,OP10-088-0,Dressrosa
1451,OP10-088-0,Straw Hat Crew
1452,OP10-089-0,Dressrosa
1453,OP10-089-0,Straw Hat Crew
1454,OP10-090-0,Dressrosa
1455,OP10-090-0,Straw Hat Crew
1456,OP10-090-1,Dressrosa
1457,OP10-090-1,Straw Hat Crew
1458,OP10-091-0,Dressrosa
1459,OP10-091-0,Straw Hat Crew
1460,OP10-092-0,Thriller Bark Pirates
1461,OP10-093-0,Celestial Dragons
1462,OP10-094-0,Land of Wano
1463,OP10-094-0,Thriller Bark Pirates
1464,OP10-095-0,Dressrosa
1465,OP10-095-0,Supernovas
1466,OP10-095-0,Straw Hat Crew
1467,OP10-096-0,Navy
1468,OP10-097-0,Dressrosa
1469,OP10-097-0,Supernovas
1470,OP10-097-0,Straw Hat Crew
1471,OP10-098-0,Blackbeard Pirates
1472,OP10-099-0,Supernovas
1473,OP10-099-0,Kid Pirates
1474,OP10-099-1,Supernovas
1475,OP10-099-1,Kid Pirates
1476,OP10-100-0,Revolutionary Army
1477,OP10-101-0,Supernovas
1478,OP10-101-0,Fallen Monk Pirates
1479,OP10-102-0,Revolutionary Army
1480,OP10-103-0,Supernovas
1481,OP10-103-0,Firetank Pirates
1482,OP10-104-0,Supernovas
1483,OP10-104-0,Caribou Pirates
1484,OP10-105-0,Dressrosa
1485,OP10-105-0,Supernovas
1486,OP10-105-0,Beautiful Pirates
1487,OP10-106-0,Supernovas
1488,OP10-106-0,Kid Pirates
1489,OP10-107-0,Supernovas
1490,OP10-107-0,Bonney Pirates
1491,OP10-108-0,Supernovas
1492,OP10-108-0,On-Air Pirates
1493,OP10-109-0,Supernovas
1494,OP10-109-0,Hawkins Pirates
1495,OP10-110-0,Kid Pirates
1496,OP10-111-0,Supernovas
1497,OP10-111-0,Straw Hat Crew
1498,OP10-111-1,Supernovas
1499,OP10-111-1,Straw Hat Crew
1500,OP10-112-0,Supernovas
1501,OP10-112-0,Kid Pirates
1502,OP10-112-1,Supernovas
1503,OP10-112-1,Kid Pirates
1504,OP10-113-0,Supernovas
1505,OP10-113-0,Straw Hat Crew
1506,OP10-114-0,Supernovas
1507,OP10-114-0,Navy
1508,OP10-114-0,Drake Pirates
1509,OP10-115-0,Supernovas
1510,OP10-115-0,Kid Pirates
1511,OP10-116-0,Supernovas
1512,OP10-116-0,Kid Pirates
1513,OP10-117-0,Supernovas
1514,OP10-117-0,Heart Pirates
1515,OP10-118-0,Dressrosa
1516,OP10-118-0,Supernovas
1517,OP10-118-0,Straw Hat Crew
1518,OP10-118-1,Dressrosa
1519,OP10-118-1,Supernovas
1520,OP10-118-1,Straw Hat Crew
1521,OP10-119-0,Dressrosa
1522,OP10-119-0,Supernovas
1523,OP10-119-0,Heart Pirates
1524,OP10-119-1,Dressrosa
1525,OP10-119-1,Supernovas
1526,OP10-119-1,Heart Pirates
1527,OP10-119-2,Dressrosa
1528,OP10-119-2,Supernovas
1529,OP10-119-2,Heart Pirates
1530,EB01-056-2,Big Mom Pirates
1531,OP07-021-1,Supernovas
1532,OP07-021-1,Fallen Monk Pirates
1533,ST12-012-1,Big Mom Pirates
1534,ST14-003-1,Straw Hat Crew
1535,ST15-002-1,The Four Emperors
