card_id,card_code,card_art_variant,card_name,character_id,card_rarity,card_color,card_expansion,card_power,card_cost,card_counter,card_effect,card_trigger,card_image,card_banned,is_character_card
ST01-006-0,ST01-006,0,Tony Tony.Chopper,175.0,C,Red,ST01,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST01-006_r2.png?250502,0,True
ST01-014-2,ST01-014,2,Guard Point,,C,Red,ST01,,1.0,,[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/ST01-014_p2.png?250502,0,False
ST01-014-3,ST01-014,3,Guard Point,,C,Red,ST01,,1.0,,[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/ST01-014_p3.png?250502,0,False
ST01-014-0,ST01-014,0,Guard Point,,C,Red,ST01,,1.0,,[Counter] Up to 1 of your Leader or Character cards gains +3000 power during this battle.,[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.,https://en.onepiece-cardgame.com/images/cardlist/card/ST01-014_r3.png?250502,0,False
ST02-004-3,ST02-004,3,"Capone""Gang""Bege",1259.0,C,Green,ST02,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST02-004_p3.png?250502,0,True
ST02-004-4,ST02-004,4,"Capone""Gang""Bege",1259.0,C,Green,ST02,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST02-004_p4.png?250502,0,True
ST02-004-5,ST02-004,5,"Capone""Gang""Bege",1259.0,C,Green,ST02,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST02-004_p5.png?250502,0,True
ST02-004-0,ST02-004,0,"Capone""Gang""Bege",1259.0,C,Green,ST02,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST02-004_r2.png?250502,0,True
ST03-005-4,ST03-005,4,Dracule Mihawk,1061.0,C,Blue,ST03,5000.0,4.0,2000.0,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-005_p4.png?250502,0,True
ST03-005-5,ST03-005,5,Dracule Mihawk,1061.0,C,Blue,ST03,5000.0,4.0,2000.0,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-005_p5.png?250502,0,True
ST03-005-0,ST03-005,0,Dracule Mihawk,1061.0,C,Blue,ST03,5000.0,4.0,2000.0,[DON!! x1] [When Attacking] Draw 2 cards and trash 2 cards from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-005_r1.png?250502,0,True
ST03-008-7,ST03-008,7,Trafalgar Law,169.0,C,Blue,ST03,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008_p7.png?250502,0,True
ST03-008-8,ST03-008,8,Trafalgar Law,169.0,C,Blue,ST03,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008_p8.png?250502,0,True
ST03-008-0,ST03-008,0,Trafalgar Law,169.0,C,Blue,ST03,1000.0,1.0,,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-008_r1.png?250502,0,True
ST03-013-2,ST03-013,2,Boa Hancock,1305.0,C,Blue,ST03,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-013_p2.png?250502,0,True
ST03-013-3,ST03-013,3,Boa Hancock,1305.0,C,Blue,ST03,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-013_p3.png?250502,0,True
ST03-013-4,ST03-013,4,Boa Hancock,1305.0,C,Blue,ST03,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-013_p4.png?250502,0,True
ST03-013-0,ST03-013,0,Boa Hancock,1305.0,C,Blue,ST03,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST03-013_r1.png?250502,0,True
ST04-003-4,ST04-003,4,Kaido,783.0,SR,Purple,ST04,10000.0,9.0,,[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-003_p4.png?250502,0,True
ST04-003-0,ST04-003,0,Kaido,783.0,SR,Purple,ST04,10000.0,9.0,,[On Play] DON!! −5 (You may return the specified number of DON!! cards from your field to your DON!! deck.): K.O. up to 1 of your opponent's Characters with a cost of 6 or less. This Character gains [Rush] during this turn.(This card can attack on the turn in which it is played.),,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-003_r1.png?250502,0,True
ST04-005-4,ST04-005,4,Queen,403.0,C,Purple,ST04,6000.0,5.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-005_p4.png?250502,0,True
ST04-005-5,ST04-005,5,Queen,403.0,C,Purple,ST04,6000.0,5.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-005_p5.png?250502,0,True
ST04-005-0,ST04-005,0,Queen,403.0,C,Purple,ST04,6000.0,5.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Draw 2 cards and trash 1 card from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-005_r1.png?250502,0,True
ST04-016-3,ST04-016,3,Blast Breath,,C,Purple,ST04,,1.0,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-016_p3.png?250502,0,False
ST04-016-4,ST04-016,4,Blast Breath,,C,Purple,ST04,,1.0,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-016_p4.png?250502,0,False
ST04-016-0,ST04-016,0,Blast Breath,,C,Purple,ST04,,1.0,,[Counter] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): Up to 1 of your Leader or Character cards gains +4000 power during this battle.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST04-016_r1.png?250502,0,False
ST06-010-1,ST06-010,1,Helmeppo,908.0,C,Black,ST06,3000.0,2.0,1000.0,[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-010_p1.png?250502,0,True
ST06-010-2,ST06-010,2,Helmeppo,908.0,C,Black,ST06,3000.0,2.0,1000.0,[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-010_p2.png?250502,0,True
ST06-010-0,ST06-010,0,Helmeppo,908.0,C,Black,ST06,3000.0,2.0,1000.0,[On Play] Give up to 1 of your opponent's Characters −3 cost during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-010_r1.png?250502,0,True
ST06-014-1,ST06-014,1,Shockwave,,C,Black,ST06,,2.0,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less.",[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-014_p1.png?250502,0,False
ST06-014-2,ST06-014,2,Shockwave,,C,Black,ST06,,2.0,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less.",[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-014_p2.png?250502,0,False
ST06-014-0,ST06-014,0,Shockwave,,C,Black,ST06,,2.0,,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, K.O. up to 1 of your opponent's active Characters with a cost of 3 or less.",[Trigger] K.O. up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/ST06-014_r1.png?250502,0,False
ST07-007-2,ST07-007,2,Charlotte Brulee,1226.0,C,Yellow,ST07,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST07-007_p2.png?250502,0,True
ST07-007-3,ST07-007,3,Charlotte Brulee,1226.0,C,Yellow,ST07,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST07-007_p3.png?250502,0,True
ST07-007-0,ST07-007,0,Charlotte Brulee,1226.0,C,Yellow,ST07,1000.0,3.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",[Trigger] Play this card.,https://en.onepiece-cardgame.com/images/cardlist/card/ST07-007_r1.png?250502,0,True
ST09-014-1,ST09-014,1,Narikabura Arrow,,C,Yellow,ST09,,1.0,,"[Counter] If you have 2 or less Life cards, give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.",[Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,https://en.onepiece-cardgame.com/images/cardlist/card/ST09-014_p1.png?250502,0,False
ST09-014-2,ST09-014,2,Narikabura Arrow,,C,Yellow,ST09,,1.0,,"[Counter] If you have 2 or less Life cards, give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.",[Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,https://en.onepiece-cardgame.com/images/cardlist/card/ST09-014_p2.png?250502,0,False
ST09-014-0,ST09-014,0,Narikabura Arrow,,C,Yellow,ST09,,1.0,,"[Counter] If you have 2 or less Life cards, give up to 1 of your opponent's Leader or Character cards −3000 power during this turn.",[Trigger] You may trash 2 cards from your hand: Add up to 1 card from the top of your deck to the top of your Life cards.,https://en.onepiece-cardgame.com/images/cardlist/card/ST09-014_r1.png?250502,0,False
ST10-010-3,ST10-010,3,Trafalgar Law,169.0,SR,Purple,ST10,5000.0,4.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST10-010_p3.png?250502,0,True
ST10-010-0,ST10-010,0,Trafalgar Law,169.0,SR,Purple,ST10,5000.0,4.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] DON!! −1 (You may return the specified number of DON!! cards from your field to your DON!! deck.): If your opponent has 7 or more cards in their hand, trash 2 cards from your opponent's hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST10-010_r1.png?250502,0,True
ST12-014-1,ST12-014,1,Duval,1054.0,C,Blue,ST12,1000.0,2.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST12-014_p1.png?250502,0,True
ST12-014-2,ST12-014,2,Duval,1054.0,C,Blue,ST12,1000.0,2.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST12-014_p2.png?250502,0,True
ST12-014-0,ST12-014,0,Duval,1054.0,C,Blue,ST12,1000.0,2.0,1000.0,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)[On Play] Look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/ST12-014_r1.png?250502,0,True
EB01-001-2,EB01-001,2,Kouzuki Oden,708.0,L,Red/Green,EB01,5000.0,,,"All of your {Land of Wano} type Character cards without a Counter have a +1000 Counter, according to the rules.[DON!! x1] [When Attacking] If you have a {Land of Wano} type Character with a cost of 5 or more, this Leader gains +1000 power until the start of your next turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-001_p2.png?250502,0,True
EB01-021-2,EB01-021,2,Hannyabal,918.0,L,Blue/Purple,EB01,5000.0,,,[End of Your Turn] You may return 1 of your {Impel Down} type Characters with a cost of 2 or more to the owner's hand: Add up to 1 DON!! card from your DON!! deck and set it as active.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-021_p2.png?250502,0,True
EB01-040-2,EB01-040,2,Kyros,682.0,L,Black/Yellow,EB01,5000.0,,,[Activate: Main] [Once Per Turn] You may turn 1 card from the top of your Life cards face-up: K.O. up to 1 of your opponent's Characters with a cost of 0.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB01-040_p2.png?250502,0,True
EB02-001-0,EB02-001,0,Karoo,763.0,C,Red,EB02,7000.0,5.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-001.png?250502,0,True
EB02-002-0,EB02-002,0,Sabo,343.0,R,Red,EB02,5000.0,4.0,2000.0,[Activate: Main] You may rest this Character: Up to 1 of your {Revolutionary Army} type Characters other than [Sabo] gains +2000 power during this turn.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-002.png?250502,0,True
EB02-003-0,EB02-003,0,Tony Tony.Chopper,175.0,R,Red,EB02,3000.0,3.0,1000.0,"[DON!! x2] [Opponent's Turn] This Character gains +2000 power.[On Play] If your Leader has the {Straw Hat Crew} type, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003.png?250502,0,True
EB02-003-1,EB02-003,1,Tony Tony.Chopper,175.0,R,Red,EB02,3000.0,3.0,1000.0,"[DON!! x2] [Opponent's Turn] This Character gains +2000 power.[On Play] If your Leader has the {Straw Hat Crew} type, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-003_p1.png?250502,0,True
EB02-004-0,EB02-004,0,Don Accino,,C,Red,EB02,10000.0,8.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-004.png?250502,0,False
EB02-005-0,EB02-005,0,Fake Straw Hat Crew,,C,Red,EB02,3000.0,2.0,,[Your Turn] This Character gains +2000 power.[Opponent's Turn] Give this Character −2000 power.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-005.png?250502,0,False
EB02-006-0,EB02-006,0,Yamato,88.0,SR,Red,EB02,7000.0,6.0,,"[Activate: Main] [Once Per Turn] If your Leader has the {Land of Wano} type or is [Portgas.D.Ace], give up to 1 rested DON!! card to 1 of your Leader. Then, this Character gains [Rush] during this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006.png?250502,0,True
EB02-006-1,EB02-006,1,Yamato,88.0,SR,Red,EB02,7000.0,6.0,,"[Activate: Main] [Once Per Turn] If your Leader has the {Land of Wano} type or is [Portgas.D.Ace], give up to 1 rested DON!! card to 1 of your Leader. Then, this Character gains [Rush] during this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-006_p1.png?250502,0,True
EB02-007-0,EB02-007,0,Cloven Rose Blizzard,,C,Red,EB02,,3.0,,"[Main] Up to a total of 3 of your Leader and Character cards gain +1000 power during this turn. Then, K.O. up to 1 of your opponent's Characters with 3000 power or less.",[Trigger] K.O. up to 1 of your opponent's Characters with 4000 power or less.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-007.png?250502,0,False
EB02-008-0,EB02-008,0,The Peak,,R,Red,EB02,,2.0,,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-008.png?250502,0,False
EB02-009-0,EB02-009,0,Thousand Sunny,,C,Red,EB02,,2.0,,[Activate: Main] You may rest this Stage: Give up to 1 of your currently given DON!! cards to 1 of your {Straw Hat Crew} type Characters.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-009.png?250502,0,False
EB02-010-0,EB02-010,0,Monkey.D.Luffy,558.0,L,Green/Purple,EB02,5000.0,,,"[Activate: Main] [Once Per Turn] DON!! −2: If the only Characters on your field are {Straw Hat Crew} type Characters, set up to 2 of your DON!! cards as active. Then, this Leader gains +1000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010.png?250502,0,True
EB02-010-1,EB02-010,1,Monkey.D.Luffy,558.0,L,Green/Purple,EB02,5000.0,,,"[Activate: Main] [Once Per Turn] DON!! −2: If the only Characters on your field are {Straw Hat Crew} type Characters, set up to 2 of your DON!! cards as active. Then, this Leader gains +1000 power until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-010_p1.png?250502,0,True
EB02-011-0,EB02-011,0,Arlong,1356.0,SR,Green,EB02,4000.0,3.0,1000.0,"[On Play] If your Leader has the {Fish-Man} or {East Blue} type, give up to 1 rested DON!! card to 1 of your Leader. Then, up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011.png?250502,0,True
EB02-011-1,EB02-011,1,Arlong,1356.0,SR,Green,EB02,4000.0,3.0,1000.0,"[On Play] If your Leader has the {Fish-Man} or {East Blue} type, give up to 1 rested DON!! card to 1 of your Leader. Then, up to 1 of your opponent's Characters with a cost of 5 or less cannot be rested until the end of your opponent's next turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-011_p1.png?250502,0,True
EB02-012-0,EB02-012,0,Gaimon,999.0,C,Green,EB02,1000.0,1.0,1000.0,"If you have a [Sarfunkel], this Character gains [Blocker].",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-012.png?250502,0,True
EB02-013-0,EB02-013,0,Carrot,1252.0,C,Green,EB02,,1.0,2000.0,"[On Play] If you have 3 or more DON!! cards on your field, look at 7 cards from the top of your deck; reveal up to 1 [Zou] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Zou] from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-013.png?250502,0,True
EB02-014-0,EB02-014,0,Sarfunkel,321.0,C,Green,EB02,,2.0,1000.0,[On Play] Play up to 1 [Gaimon] from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-014.png?250502,0,True
EB02-015-0,EB02-015,0,Jewelry Bonney,809.0,SR,Green,EB02,7000.0,7.0,1000.0,"[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015.png?250502,0,True
EB02-015-1,EB02-015,1,Jewelry Bonney,809.0,SR,Green,EB02,7000.0,7.0,1000.0,"[On Play] Up to 1 of your opponent's rested Characters will not become active in your opponent's next Refresh Phase. Then, set up to 1 of your DON!! cards as active at the end of this turn.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-015_p1.png?250502,0,True
EB02-016-0,EB02-016,0,Chopperman,,C,Green,EB02,6000.0,5.0,1000.0,Also treat this card's name as [Tony Tony.Chopper] according to the rules.[On Play] Play up to 1 {Animal} type Character card with a cost of 3 or less from your hand.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-016.png?250502,0,False
EB02-017-0,EB02-017,0,Nami,515.0,R,Green,EB02,2000.0,1.0,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017.png?250502,0,True
EB02-017-1,EB02-017,1,Nami,515.0,R,Green,EB02,2000.0,1.0,1000.0,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 {Straw Hat Crew} type card other than [Nami] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-017_p1.png?250502,0,True
EB02-018-0,EB02-018,0,Buggy,1280.0,R,Green,EB02,6000.0,4.0,,"[On Play] If you have no other [Buggy] Characters, up to 1 of your Leader gains [Double Attack] during this turn.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-018.png?250502,0,True
EB02-019-0,EB02-019,0,Roronoa Zoro,357.0,R,Green,EB02,5000.0,4.0,1000.0,"If your opponent has 2 or more Characters, this Character can attack Characters on the turn in which it is played.[On Play] If your Leader has the {Straw Hat Crew} type, rest up to 1 of your opponent's Characters with a cost of 4 or less.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-019.png?250502,0,True
EB02-020-0,EB02-020,0,We Are!,,R,Green,EB02,,2.0,,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-020.png?250502,0,False
EB02-021-0,EB02-021,0,Gum-Gum Giant Pistol,,C,Green,EB02,,3.0,,"[Main] Up to 1 of your {Straw Hat Crew} type Characters gains +6000 power during this turn. Then, the selected Character will not become active in your next Refresh Phase.",[Trigger] Rest up to 1 of your opponent's Characters with a cost of 4 or less.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-021.png?250502,0,False
EB02-022-0,EB02-022,0,Usopp,136.0,R,Blue,EB02,5000.0,4.0,1000.0,"[On Play] If you have 2 or less Characters with 5000 power or more, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-022.png?250502,0,True
EB02-022-1,EB02-022,1,Usopp,136.0,R,Blue,EB02,5000.0,4.0,1000.0,"[On Play] If you have 2 or less Characters with 5000 power or more, play up to 1 Character card with 6000 power or less and no base effect from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-022_p1.png?250502,0,True
EB02-023-0,EB02-023,0,Crocodile,1120.0,C,Blue,EB02,5000.0,4.0,1000.0,"[Your Turn] [Once Per Turn] When your opponent's Character is returned to the owner's hand by your effect, look at 3 cards from the top of your deck and place them at the top or bottom of the deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-023.png?250502,0,True
EB02-024-0,EB02-024,0,Sogeking,136.0,C,Blue,EB02,5000.0,4.0,1000.0,"Also treat this card's name as [Usopp] according to the rules.[On Play] Draw 2 cards and place 2 cards from your hand at the bottom of your deck in any order. Then, return up to 1 Character with a cost of 1 or less to the owner's hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-024.png?250502,0,True
EB02-025-0,EB02-025,0,Donquixote Rosinante,1068.0,R,Blue,EB02,3000.0,2.0,1000.0,"[Activate: Main] You may rest 1 of your DON!! cards and this Character: If your Leader is [Donquixote Rosinante], look at 5 cards from the top of your deck; play up to 1 Character card with a cost of 2 or less rested. Then, place the rest at the bottom of your deck in any order.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-025.png?250502,0,True
EB02-026-0,EB02-026,0,Nefeltari Vivi,509.0,SR,Blue,EB02,2000.0,3.0,1000.0,"[On Play] If your Leader is multicolored and you have 5 or less cards in your hand, draw 2 cards.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-026.png?250502,0,True
EB02-026-1,EB02-026,1,Nefeltari Vivi,509.0,SR,Blue,EB02,2000.0,3.0,1000.0,"[On Play] If your Leader is multicolored and you have 5 or less cards in your hand, draw 2 cards.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-026_p1.png?250502,0,True
EB02-027-0,EB02-027,0,Vista,115.0,C,Blue,EB02,5000.0,4.0,1000.0,[On Play] Place up to 1 of your opponent's Characters with 1000 power or less at the bottom of the owner's deck.,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-027.png?250502,0,True
EB02-028-0,EB02-028,0,Portgas.D.Ace,416.0,R,Blue,EB02,5000.0,5.0,1000.0,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", look at 5 cards from the top of your deck; reveal up to 1 Character card with a cost of 2 and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 Character card with a cost of 2 from your hand rested.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-028.png?250502,0,True
EB02-029-0,EB02-029,0,Grandpa Ryu,,C,Blue,EB02,5000.0,3.0,1000.0,-,,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-029.png?250502,0,False
EB02-030-0,EB02-030,0,And That's When Somebody Makes Fun of Their Friend's Dream!!!!,,C,Blue,EB02,,2.0,,"[Counter] If any of your Characters would be K.O.'d in battle during this turn, you may trash 1 card from your hand instead.",[Trigger] Draw 1 card.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-030.png?250502,0,False
EB02-031-0,EB02-031,0,Hope,,R,Blue,EB02,,2.0,,"[Main] Look at 4 cards from the top of your deck; reveal up to 1 card with a cost of 4 or more and add it to your hand. Then, place the rest at the bottom of your deck in any order.",[Trigger] Activate this card's [Main] effect.,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-031.png?250502,0,False
EB02-032-0,EB02-032,0,Iceburg,861.0,C,Purple,EB02,,1.0,2000.0,"[On Play] If you have 3 or more DON!! cards on your field, look at 7 cards from the top of your deck; reveal up to 1 [Galley-La Company] and add it to your hand. Then, place the rest at the bottom of your deck in any order and play up to 1 [Galley-La Company] from your hand.",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-032.png?250502,0,True
EB02-033-0,EB02-033,0,Klabautermann,,C,Purple,EB02,,1.0,1000.0,"If you have [Merry Go] on your field, this Character gains [Blocker].",,https://en.onepiece-cardgame.com/images/cardlist/card/EB02-033.png?250502,0,False
